iter	Logloss
281	0.4269726495
282	0.4267670559
283	0.4264645354
284	0.426094072
285	0.4258982033
286	0.425683192
287	0.4255726636
288	0.4254095837
289	0.4252477701
290	0.4250524786
291	0.4248527037
292	0.4246453292
293	0.4245189505
294	0.4243639353
295	0.4241777326
296	0.4239707575
297	0.4237666294
298	0.4236138182
299	0.4234347356
300	0.4232566093
301	0.4231015714
302	0.4229272471
303	0.4227802704
304	0.4226553207
305	0.4225117494
306	0.4223453891
307	0.422230599
308	0.4221247985
309	0.4219625699
310	0.4218214622
311	0.4216518958
312	0.4215284261
313	0.4213442106
314	0.4211477988
315	0.4209737117
316	0.4208307942
317	0.4206838063
318	0.4205100338
319	0.4203543228
320	0.4201595426
321	0.4200128365
322	0.4199195614
323	0.4198244476
324	0.4196131754
325	0.419432243
326	0.4192638587
327	0.4190891902
328	0.4189379478
329	0.4188070551
330	0.4186528929
331	0.4184102214
332	0.4182710585
333	0.4181335359
334	0.4179064044
335	0.4176362933
336	0.4174753659
337	0.4173631118
338	0.417210796
339	0.4170296497
340	0.4168905746
341	0.4167945726
342	0.4166637811
343	0.4165063337
344	0.4163696448
345	0.4162239596
346	0.4160208585
347	0.4157930647
348	0.4156019844
349	0.4154830581
350	0.415330319
351	0.4151682029
352	0.4150114279
353	0.4148502581
354	0.4147538816
355	0.4145904376
356	0.4144039497
357	0.4142639605
358	0.4141334779
359	0.4140371318
360	0.4137668093
361	0.413608099
362	0.4134587039
363	0.4132050175
364	0.4130010719
365	0.4128894352
366	0.4127201902
367	0.41257256
368	0.4124100506
369	0.4123346028
370	0.4121747965
371	0.412021858
372	0.4118988255
373	0.4118083023
374	0.4117912978
375	0.4116764466
376	0.4115487619
377	0.4114263952
378	0.4112142747
379	0.4110430943
380	0.4109172459
381	0.4108151429
382	0.4106766245
383	0.4105749516
384	0.4103853237
385	0.4103172904
386	0.4101088474
387	0.4099393748
388	0.4098316016
389	0.4096843851
390	0.4095965424
391	0.4094995299
392	0.4093345225
393	0.4091928233
394	0.4090909873
395	0.4089194379
396	0.40874355
397	0.4086360195
398	0.4085248324
399	0.4084288579
400	0.4083393296
401	0.4082247171
402	0.4080955957
403	0.4079442826
404	0.4078033588
405	0.4076846397
406	0.4075233966
407	0.4074277992
408	0.4073079861
409	0.4072108806
410	0.4070680711
411	0.4069116407
412	0.4067594206
413	0.406629917
414	0.4065206491
415	0.4064163859
416	0.4062444331
417	0.4061407106
418	0.4060173574
419	0.4058993375
420	0.4057229905
421	0.4055464352
422	0.4054013018
423	0.4053003525
424	0.4051812594
425	0.4050397736
426	0.4049187749
427	0.4048215113
428	0.4047133713
429	0.404549182
430	0.4043774035
431	0.404277995
432	0.404032537
433	0.4038915902
434	0.4037242553
435	0.4036127222
436	0.4035054628
437	0.4034012584
438	0.4032635299
439	0.4031091044
440	0.402994085
441	0.4028665221
442	0.4027197931
443	0.4025666663
444	0.4024285585
445	0.4022988963
446	0.4021575846
447	0.4019989678
448	0.4018840963
449	0.4017666074
450	0.4016216271
451	0.4015557235
452	0.4014349611
453	0.4013468022
454	0.4011907667
455	0.4010813639
456	0.401007241
457	0.4008779251
458	0.4007439701
459	0.4006796248
460	0.4005863883
461	0.4004863872
462	0.4003906449
463	0.4002742917
464	0.4001168795
465	0.3999656616
466	0.3998387813
467	0.3997751889
468	0.3996454139
469	0.3994710005
470	0.3993675658
471	0.3992509619
472	0.3991386138
473	0.3990174663
474	0.3988696091
475	0.3987922839
476	0.3986809602
477	0.3985565008
478	0.3984744212
479	0.3983452527
480	0.3982685908
481	0.3981990134
482	0.3980799887
483	0.3979696356
484	0.3978632643
485	0.3977947144
486	0.3976840374
487	0.397606768
488	0.3975099139
489	0.3974401238
490	0.3973453964
491	0.3972291035
492	0.3972046374
493	0.3970522824
494	0.3969520553
495	0.3968155272
496	0.3967150474
497	0.3966526867
498	0.3965503246
499	0.3964467624
500	0.3963492279
501	0.3962533284
502	0.3961500678
503	0.3960258029
504	0.3959028507
505	0.3957377608
506	0.3956403039
507	0.3955292043
508	0.3954187363
509	0.3953206055
510	0.3952255807
511	0.3950574249
512	0.394965185
513	0.3948797312
514	0.3947885626
515	0.394702119
516	0.3946236031
517	0.3945215395
518	0.3943476198
519	0.3942239668
520	0.3940698515
521	0.3939303073
522	0.3938310714
523	0.393703181
524	0.3935971807
525	0.3935362585
526	0.3934012165
527	0.3933220054
528	0.3931883997
529	0.3929967792
530	0.3929196768
531	0.3928100809
532	0.3926857963
533	0.3926317425
534	0.3925361489
535	0.3923985014
536	0.3923003656
537	0.3922020325
538	0.3920280124
539	0.3919424395
540	0.3918712089
541	0.3918148353
542	0.3916725828
543	0.3915924838
544	0.3914275179
545	0.3913150671
546	0.3911811888
547	0.3910894351
548	0.390985282
549	0.3908910826
550	0.3908553189
551	0.390761092
552	0.3906735835
553	0.3905115776
554	0.3904364819
555	0.3903530739
556	0.390267056
557	0.3901505682
558	0.3900425228
559	0.3899401196
560	0.3898612289
561	0.3896878305
562	0.3895526583
563	0.3894463618
564	0.3893419384
565	0.3891201838
566	0.3890465836
567	0.3889605497
568	0.3888614286
569	0.3887799439
570	0.3887082471
571	0.3886554662
572	0.3885708193
573	0.3884517526
574	0.3883426689
575	0.3881423762
576	0.3880591711
577	0.3879607259
578	0.3878566292
579	0.387778411
580	0.3876417712
581	0.387532819
582	0.3874407017
583	0.3873325296
584	0.3872545347
585	0.3871368498
586	0.3870467385
587	0.3869654955
588	0.3868724716
589	0.3867476307
590	0.3866538999
591	0.3865794959
592	0.3864757308
593	0.386427441
594	0.3863425149
595	0.3862459915
596	0.3861627911
597	0.3860824065
598	0.3860029633
599	0.3859461339
600	0.3858312593
601	0.3857198573
602	0.3856398845
603	0.3855487702
604	0.3854668107
605	0.3853938398
606	0.3851687436
607	0.3851076868
608	0.3850223296
609	0.3848990412
610	0.3848079853
611	0.3846516187
612	0.3845540995
613	0.3844353045
614	0.3843473016
615	0.3842787256
616	0.384191646
617	0.3840839524
618	0.3839785372
619	0.3839048367
620	0.3837809718
621	0.3836984195
622	0.3836098609
623	0.383507236
624	0.3834468373
625	0.3833996258
626	0.3833418051
627	0.3831370706
628	0.3830555687
629	0.3829779988
630	0.3829030095
631	0.3827702916
632	0.3827100875
633	0.382566724
634	0.3824230735
635	0.3823560714
636	0.3822985404
637	0.382213493
638	0.3820855237
639	0.3819953665
640	0.3819197043
641	0.3818489316
642	0.3817204658
643	0.3816528342
644	0.3815732735
645	0.3814865568
646	0.3813619426
647	0.3812476646
648	0.3811291355
649	0.3809408747
650	0.3808597517
651	0.3807300612
652	0.380620395
653	0.3804941579
654	0.3803961153
655	0.3802985023
656	0.3802061393
657	0.3801289438
658	0.380014393
659	0.3798118627
660	0.3797023096
661	0.3795949359
662	0.3794864997
663	0.3793787328
664	0.3792894094
665	0.3792130327
666	0.3791593
667	0.3790724326
668	0.3789698785
669	0.3788868352
670	0.3788056234
671	0.3787415989
672	0.3786600055
673	0.3785840101
674	0.3784925364
675	0.3783763471
676	0.3782313678
677	0.3781449723
678	0.3780864108
679	0.3780209337
680	0.3779516941
681	0.3778785654
682	0.3778076435
683	0.3777255764
684	0.3776098801
685	0.3775408963
686	0.3774571972
687	0.3773567828
688	0.3772377325
689	0.3771455254
690	0.3770572207
691	0.3769697293
692	0.3768869817
693	0.3767993131
694	0.376688778
695	0.3766054386
696	0.3765258472
697	0.3764781979
698	0.3763727625
699	0.3762736771
700	0.3762003203
701	0.3761069761
702	0.3760842401
703	0.375993813
704	0.3759445215
705	0.3758452664
706	0.3757445815
707	0.3756280737
708	0.3755268658
709	0.3754320576
710	0.375334531
711	0.3752347749
712	0.3751638948
713	0.3750639354
714	0.3749888231
715	0.3748927489
716	0.3748163748
717	0.3747057088
718	0.3746564337
719	0.3745745291
720	0.3744873206
721	0.3744208244
722	0.3743436341
723	0.3742700496
724	0.3742117348
725	0.3741205927
726	0.3740406125
727	0.3739869149
728	0.3739411311
729	0.3738170411
730	0.3737217086
731	0.3736234924
732	0.373530002
733	0.3734624351
734	0.3733332228
735	0.3732724987
736	0.3732072496
737	0.3730805399
738	0.3729805998
739	0.3729012632
740	0.3728009042
741	0.3726790905
742	0.3725792585
743	0.3725239911
744	0.372383373
745	0.3722716709
746	0.3721676574
747	0.3721001179
748	0.3719943358
749	0.3719190309
750	0.3718136683
751	0.371685892
752	0.3716174955
753	0.3715205713
754	0.3713419429
755	0.3712586625
756	0.3711114108
757	0.3710180353
758	0.3709131311
759	0.3708586134
760	0.3707276252
761	0.3706439477
762	0.3705384674
763	0.3704827123
764	0.3703285511
765	0.3702736716
766	0.3701552351
767	0.3700397652
768	0.3699446304
769	0.3698713872
770	0.3697931099
771	0.3696888272
772	0.3695390242
773	0.3693492219
774	0.3692697527
775	0.3691858141
776	0.369086454
777	0.3690020898
778	0.3689212323
779	0.368843741
780	0.3686903417
781	0.3686225585
782	0.3685440739
783	0.36844387
784	0.3683547908
785	0.3682287438
786	0.3681422375
787	0.3680425441
788	0.3679788766
789	0.3678469085
790	0.3677839144
791	0.3676997072
792	0.3675766485
793	0.3674774128
794	0.3674175991
795	0.3672720209
796	0.3671775301
797	0.3670158494
798	0.3669451937
799	0.3668590555
800	0.3667920248
801	0.3666569007
802	0.366578528
803	0.3664787959
804	0.366412708
805	0.3663203841
806	0.366222378
807	0.3661266328
808	0.3660353856
809	0.3658802922
810	0.365778891
811	0.3656481183
812	0.3655403887
813	0.3654360545
814	0.3653786402
815	0.3652681781
816	0.3651903976
817	0.3651060667
818	0.3650141227
819	0.3648717318
820	0.3647715917
821	0.3646878396
822	0.3645864258
823	0.36440259
824	0.3643223029
825	0.3642525184
826	0.3641337056
827	0.3639996656
828	0.3639035482
829	0.3637965844
830	0.3637197994
831	0.3636703444
832	0.3635657101
833	0.3634643578
834	0.3633868256
835	0.3633384688
836	0.3632527294
837	0.3631864147
838	0.3630696145
839	0.3629851177
840	0.3628647468
841	0.3628364274
842	0.3627129667
843	0.3626406388
844	0.362565815
845	0.3624720208
846	0.3624050835
847	0.3623078343
848	0.3622053159
849	0.3621087795
850	0.3620473848
851	0.3619708359
852	0.3618782408
853	0.3617205886
854	0.3616442383
855	0.3615839188
856	0.36153036
857	0.3614414214
858	0.3613546632
859	0.3612878441
860	0.3612063212
861	0.3610946574
862	0.3609951395
863	0.3609335347
864	0.3608169021
865	0.3607450404
866	0.3606614965
867	0.3605756185
868	0.3605073422
869	0.3604369003
870	0.3603250427
871	0.3602105013
872	0.3601382193
873	0.3600208496
874	0.3599318028
875	0.3598589922
876	0.3598144862
877	0.3597385318
878	0.3596824782
879	0.3595991747
880	0.3595180387
881	0.3594264834
882	0.3593546011
883	0.3592831273
884	0.3591257258
885	0.3590401351
886	0.3589736861
887	0.3588570041
888	0.3587975692
889	0.3586328755
890	0.3585020615
891	0.3584098895
892	0.3582596318
893	0.3582091206
894	0.3580901782
895	0.357981302
896	0.3579183148
897	0.3577796413
898	0.357717257
899	0.3576578724
900	0.3575503438
901	0.3573778453
902	0.3572866635
903	0.3572250975
904	0.3571469489
905	0.357069415
906	0.3569378088
907	0.3568902873
908	0.3567709433
909	0.3566425089
910	0.356543773
911	0.3564626605
912	0.3563962809
913	0.3563331886
914	0.3562014724
915	0.3561079628
916	0.3560672165
917	0.3559823764
918	0.3559299097
919	0.3558574668
920	0.3557921919
921	0.355741787
922	0.3556759626
923	0.3555626395
924	0.3554802442
925	0.3553931761
926	0.3552636203
927	0.3551382796
928	0.355025487
929	0.3549435595
930	0.3547833065
931	0.3546627555
932	0.3545851944
933	0.3545098116
934	0.3544043656
935	0.3543499964
936	0.3542794461
937	0.3541998725
938	0.3541070851
939	0.3540160188
940	0.3538568988
941	0.3537634912
942	0.3536677291
943	0.3535901343
944	0.3534586594
945	0.3533748662
946	0.353217052
947	0.3531401524
948	0.3530688453
949	0.352940506
950	0.3528799719
951	0.3527997963
952	0.3526775621
953	0.35259798
954	0.3524878296
955	0.352357107
956	0.3522623086
957	0.3521588004
958	0.3520916075
959	0.3520165927
960	0.3518902094
961	0.3518321198
962	0.3517607155
963	0.3516836024
964	0.3515844762
965	0.3515264437
966	0.3514561624
967	0.3513196181
968	0.3512466173
969	0.3511670863
970	0.3511217154
971	0.351066802
972	0.3509564496
973	0.3508859487
974	0.3507771856
975	0.3507059784
976	0.3505892244
977	0.3504688463
978	0.3503686679
979	0.3503154682
980	0.3502224351
981	0.3501500097
982	0.3500790133
983	0.3499603277
984	0.3498795128
985	0.3497639065
986	0.3496984402
987	0.3495806514
988	0.3494859328
989	0.3494123188
990	0.3493027801
991	0.3492343894
992	0.3491233609
993	0.3490386867
994	0.3489348967
995	0.3488438719
996	0.3487667995
997	0.3486751135
998	0.3485836505
999	0.3485141697
1000	0.3484321428
1001	0.3483049154
1002	0.3481630158
1003	0.348070609
1004	0.347958096
1005	0.3478834399
1006	0.3478176415
1007	0.3477506659
1008	0.3476774736
1009	0.3475701221
1010	0.3475261348
1011	0.347457855
1012	0.3473836493
1013	0.3473170347
1014	0.3472098679
1015	0.3471408131
1016	0.347031969
1017	0.346972181
1018	0.3469103407
1019	0.3468168791
1020	0.3467204965
1021	0.3466094849
1022	0.3464881195
1023	0.346417503
1024	0.3462821372
1025	0.3461599925
1026	0.3460720971
1027	0.3459759351
1028	0.3458649093
1029	0.3457507386
1030	0.3456878365
1031	0.345601698
1032	0.3455207119
1033	0.3454096991
1034	0.3453084104
1035	0.3452498898
1036	0.3451740353
1037	0.345119698
1038	0.3450179722
1039	0.3449454687
1040	0.3448671084
1041	0.3447873199
1042	0.3446788183
1043	0.3446175467
1044	0.3445658865
1045	0.3444734885
1046	0.3443521903
1047	0.3442787657
1048	0.344165165
1049	0.3441085562
1050	0.3440089284
1051	0.3439457711
1052	0.3438802753
1053	0.3437742383
1054	0.3436972316
1055	0.3436292509
1056	0.3435266245
1057	0.3434251557
1058	0.3433662128
1059	0.3432791098
1060	0.3432118343
1061	0.3431107286
1062	0.3430445297
1063	0.3429871211
1064	0.342887847
1065	0.3428363368
1066	0.3427223541
1067	0.3426516123
1068	0.3425482656
1069	0.3424655922
1070	0.3424075946
1071	0.3423512685
1072	0.3422418002
1073	0.3421313217
1074	0.3420350097
1075	0.3419662657
1076	0.3418898673
1077	0.3417908064
1078	0.3416859112
1079	0.3415958719
1080	0.3414987633
1081	0.3413956746
1082	0.3413410672
1083	0.3412533806
1084	0.3411211621
1085	0.3410574633
1086	0.3409279142
1087	0.3408194616
1088	0.3407520016
1089	0.3406657127
1090	0.3405934382
1091	0.3404962981
1092	0.3404150634
1093	0.3403419635
1094	0.3402444521
1095	0.3401603668
1096	0.3400384089
1097	0.3399343663
1098	0.3398269445
1099	0.3397550244
1100	0.3396634046
1101	0.3395664439
1102	0.3394721632
1103	0.3393592815
1104	0.3392569528
1105	0.3392090053
1106	0.3390983591
1107	0.3389518397
1108	0.3388265655
1109	0.3387282151
1110	0.3386313687
1111	0.3385441665
1112	0.3384796862
1113	0.3384049952
1114	0.3383520565
1115	0.3382785047
1116	0.3381724705
1117	0.3381176628
1118	0.3379918843
1119	0.3379220912
1120	0.3378636381
1121	0.3377623602
1122	0.3377036827
1123	0.337611793
1124	0.3375236334
1125	0.3374461886
1126	0.3373895755
1127	0.3373089529
1128	0.3372171005
1129	0.3371297584
1130	0.3370633158
1131	0.3369608554
1132	0.3368696286
1133	0.3368216368
1134	0.3367198202
1135	0.336650061
1136	0.3365673373
1137	0.3364650694
1138	0.3364012531
1139	0.3363280624
1140	0.3362529199
1141	0.3361928607
1142	0.3361383745
1143	0.3360747484
1144	0.3360239753
1145	0.335986954
1146	0.335894285
1147	0.3358147338
1148	0.3357434
1149	0.3356789116
1150	0.3356385633
1151	0.335567713
1152	0.3355040683
1153	0.3354466608
1154	0.3353826519
1155	0.3353031225
1156	0.3352402164
1157	0.3351813182
1158	0.3350617218
1159	0.3349903414
1160	0.3348996865
1161	0.3348266839
1162	0.3347723749
1163	0.3346748472
1164	0.3345342731
1165	0.3344604642
1166	0.3343693389
1167	0.3342976017
1168	0.3342402415
1169	0.3341701443
1170	0.3341009381
1171	0.3340245251
1172	0.3339621459
1173	0.3338723326
1174	0.3338218777
1175	0.3337674137
1176	0.3336769072
1177	0.3335392654
1178	0.3333834404
1179	0.3332792005
1180	0.3332270793
1181	0.3331629788
1182	0.3330922956
1183	0.3330165038
1184	0.3329322544
1185	0.3328305144
1186	0.332728829
1187	0.3326397013
1188	0.3325676683
1189	0.3325179073
1190	0.3324221048
1191	0.3323378854
1192	0.3322258254
1193	0.3321435827
1194	0.3320553855
1195	0.3320103017
1196	0.3319509483
1197	0.3318668939
1198	0.3317477255
1199	0.3316685203
